customerID,tenure,MonthlyCharges,TotalCharges,churn_probability,risk_segment
0455-XFASS,3,69.55,200.2,0.6466266,High Risk
5522-JBWMO,1,44.0,44.0,0.6465901,High Risk
1400-WIVLL,57,107.95,5969.85,0.64602447,High Risk
1730-ZMAME,32,79.5,2665.0,0.6457867,High Risk
0422-UXFAP,51,98.85,4947.55,0.645355,High Risk
7562-UXTPG,13,70.15,886.7,0.6446894,High Risk
0447-RXSGD,24,99.65,2404.85,0.64455533,High Risk
3278-FSIXX,2,45.25,74.2,0.6444075,High Risk
5650-YLIBA,31,81.15,2640.55,0.6443391,High Risk
8445-DNBAE,1,50.05,50.05,0.64425325,High Risk
1910-FMXJM,36,80.4,2937.65,0.64359,High Risk
9944-AEXBM,32,85.65,2664.3,0.643011,High Risk
4059-IIEBK,7,78.55,522.95,0.6429882,High Risk
4854-CIDCF,3,73.85,196.4,0.6415059,High Risk
3452-GWUIN,19,94.95,1760.25,0.63958055,High Risk
5666-CYCYZ,24,89.55,2259.35,0.6389744,High Risk
9398-MMQTO,3,74.45,221.1,0.63888466,High Risk
2657-VPXTA,10,88.85,929.45,0.63868994,High Risk
4536-PLEQY,12,85.05,999.8,0.63850653,High Risk
3644-QXEHN,13,97.0,1334.45,0.63818777,High Risk
5392-AKEMH,12,45.05,523.1,0.6381687,High Risk
7278-CKDNC,24,80.5,2088.45,0.63799196,High Risk
5044-LRQAQ,7,69.2,477.55,0.63768846,High Risk
4937-QPZPO,61,99.9,6241.35,0.63758606,High Risk
0224-RLWWD,2,44.3,89.3,0.6368284,High Risk
6034-YMTOB,5,75.65,399.45,0.63670224,High Risk
6542-LWGXJ,3,25.0,78.25,0.63643277,High Risk
8378-LKJAF,38,101.15,3956.7,0.6360725,High Risk
3292-PBZEJ,11,111.4,1183.05,0.63577014,High Risk
9638-JIQYA,2,24.9,49.7,0.6356529,High Risk
3798-EPWRR,2,43.95,85.1,0.6352609,High Risk
8404-GFGCZ,4,65.6,250.1,0.6350683,High Risk
9631-XEYKE,3,50.4,137.25,0.63268864,High Risk
7147-AYBAA,37,70.35,2552.9,0.631822,High Risk
9547-ITEFG,9,102.6,897.75,0.6317123,High Risk
8035-PWSEV,6,89.25,487.05,0.6316293,High Risk
2676-ISHSF,1,20.3,20.3,0.6311666,High Risk
9122-UMROB,1,20.3,20.3,0.6311666,High Risk
3590-TCXTB,1,20.35,20.35,0.6311666,High Risk
2081-KJSQF,1,20.25,20.25,0.6311666,High Risk
8203-XJZRC,1,20.25,20.25,0.6311666,High Risk
5076-YVXCM,51,83.4,4149.45,0.6305767,High Risk
6128-AQBMT,41,53.95,2215.4,0.6301826,High Risk
9821-BESNZ,66,104.25,6860.6,0.6297212,High Risk
7243-LCGGZ,1,20.9,20.9,0.6290034,High Risk
8286-AFUYI,1,47.95,47.95,0.6288097,High Risk
3427-GGZZI,19,89.1,1620.8,0.6279595,High Risk
6786-OBWQR,5,80.85,356.1,0.62697834,High Risk
1536-HBSWP,1,49.9,49.9,0.6266066,High Risk
8486-AYEQH,31,76.05,2227.8,0.6264492,High Risk
2538-OIMXF,1,24.7,24.7,0.6262239,High Risk
8180-AKMJV,1,44.55,44.55,0.62569195,High Risk
3365-SAIGS,17,83.55,1329.15,0.62568617,High Risk
0258-NOKBL,3,90.4,268.45,0.62367433,High Risk
1379-FRVEB,15,91.0,1430.05,0.62337095,High Risk
4581-LNWUM,13,49.15,649.4,0.62189937,High Risk
9588-OZDMQ,2,45.0,89.75,0.62162787,High Risk
1047-NNCBF,20,70.55,1493.55,0.6209407,High Risk
5701-YVSVF,11,82.9,880.05,0.6201465,High Risk
4929-XIHVW,2,95.5,181.65,0.6190184,High Risk
0327-WFZSY,39,100.0,3835.55,0.6181098,High Risk
1784-EZDKJ,51,106.8,5498.8,0.61803436,High Risk
8212-DJRCH,5,90.35,434.5,0.61785156,High Risk
3312-UUMZW,32,98.85,3145.9,0.6176263,High Risk
5600-KTXFM,2,69.95,143.9,0.61758846,High Risk
4570-QHXHL,9,43.75,405.7,0.6173357,High Risk
4546-FOKWR,16,74.75,1129.35,0.617174,High Risk
6145-NNPNO,1,44.15,44.15,0.6170835,High Risk
2603-HVKCG,31,101.4,3143.65,0.6169672,High Risk
7668-XCFYV,17,92.55,1614.7,0.61677784,High Risk
8903-WMRNW,15,101.75,1669.4,0.6165066,High Risk
0096-BXERS,6,50.35,314.55,0.6161064,High Risk
3916-NRPAP,3,85.7,256.75,0.6153547,High Risk
8617-ENBDS,3,73.6,232.5,0.61509866,High Risk
2480-JZOSN,1,20.65,20.65,0.61488444,High Risk
4813-HQMGZ,8,90.25,743.75,0.6146495,High Risk
5168-MSWXT,8,94.75,759.55,0.6140814,High Risk
5948-UJZLF,2,49.25,97.0,0.61346596,High Risk
5649-RXQTV,51,99.0,5038.15,0.61271375,High Risk
9753-OYLBX,1,20.5,20.5,0.6122643,High Risk
5233-AOZUF,29,74.95,2149.05,0.61199844,High Risk
1895-QTKDO,1,43.95,43.95,0.6117036,High Risk
2675-DHUTR,58,98.9,5780.7,0.61096174,High Risk
1866-OBPNR,1,74.6,74.6,0.6109324,High Risk
6048-QBXKL,2,56.55,118.25,0.6104181,High Risk
4634-JLRJT,1,20.35,20.35,0.6095086,High Risk
0670-KDOMA,1,20.25,20.25,0.6095086,High Risk
2178-PMGCJ,22,69.7,1490.4,0.60916233,High Risk
7298-IZWLY,1,19.4,19.4,0.60857564,High Risk
7442-YGZFK,1,49.8,49.8,0.6083749,High Risk
5022-KVDQT,27,81.3,2272.8,0.60764,High Risk
8149-AIQCG,39,73.15,2730.85,0.6072716,High Risk
4238-HFHSN,61,82.15,4904.85,0.60714024,High Risk
3855-ONCAR,4,78.9,299.75,0.6065189,High Risk
7852-LECYP,13,93.8,1261.0,0.6060224,High Risk
7590-VHVEG,1,29.85,29.85,0.6059342,High Risk
6242-MBHPK,23,95.1,2326.05,0.6049582,High Risk
3951-NJCVI,42,95.05,3944.5,0.6048827,High Risk
7924-GJZFI,25,69.3,1813.1,0.60485184,High Risk
8734-DKSTZ,10,85.95,858.6,0.60461986,High Risk
3211-AAPKX,20,98.55,2031.95,0.603211,High Risk
4291-HPAXL,1,19.85,19.85,0.6028853,High Risk
2812-SFXMJ,1,20.05,20.05,0.6028853,High Risk
6908-VVYHM,65,90.65,5931.0,0.6020264,High Risk
7404-JLKQG,3,57.55,161.45,0.60169196,High Risk
3597-MVHJT,27,95.6,2595.25,0.6016601,High Risk
8096-LOIST,19,56.2,1093.4,0.60113233,High Risk
5606-AMZBO,10,78.15,765.15,0.6010505,High Risk
3452-ABWRL,47,86.05,3865.6,0.60061795,High Risk
2038-LLMLM,48,103.85,4946.05,0.59959656,High Risk
8597-CWYHH,43,94.35,3921.3,0.5995708,High Risk
5996-DAOQL,1,20.45,20.45,0.59877867,High Risk
8262-COGGB,1,20.45,20.45,0.59877867,High Risk
2668-TZSPS,1,20.45,20.45,0.59877867,High Risk
0673-IGUQO,1,20.45,20.45,0.59877867,High Risk
6579-JPICP,1,20.4,20.4,0.59877867,High Risk
5950-AAAGJ,18,84.3,1537.9,0.5981107,High Risk
3162-KKZXO,55,100.15,5409.75,0.5978789,High Risk
2842-BCQGE,43,75.35,3161.4,0.59777653,High Risk
9389-ACWBI,5,69.95,320.4,0.5977569,High Risk
2592-YKDIF,1,20.35,20.35,0.5973715,High Risk
2786-GCDPI,50,104.95,5222.35,0.597238,High Risk
9962-BFPDU,1,20.05,20.05,0.5965284,High Risk
9796-BPKIW,8,69.95,562.7,0.5959639,High Risk
4647-MUZON,18,95.95,1745.5,0.5936457,High Risk
8266-VBFQL,4,90.4,356.65,0.593357,High Risk
3050-GBUSH,3,34.8,113.95,0.59220284,High Risk
6862-CQUMB,37,96.1,3646.8,0.5921574,High Risk
0730-KOAVE,30,94.3,2679.7,0.59127104,High Risk
1310-QRITU,18,50.3,913.3,0.59094936,High Risk
5760-FXFVO,6,78.95,494.95,0.5907315,High Risk
7326-RIGQZ,6,69.8,377.85,0.589903,High Risk
0585-EGDDA,40,80.0,3168.75,0.5898599,High Risk
8982-NHAVY,27,100.5,2673.45,0.5898262,High Risk
0927-CNGRH,1,19.55,19.55,0.5889762,High Risk
9348-YVOMK,4,44.8,176.2,0.5881508,High Risk
9208-OLGAQ,18,84.95,1443.65,0.58770627,High Risk
6377-WHAOX,60,106.15,6411.25,0.5868211,High Risk
0570-BFQHT,9,80.55,653.9,0.586652,High Risk
9927-DSWDF,22,104.6,2180.55,0.5859717,High Risk
5899-OUVKV,31,94.5,2979.2,0.5837323,High Risk
7103-IPXPJ,50,99.4,5059.75,0.5836138,High Risk
5440-VHLUL,69,105.2,7386.05,0.583144,High Risk
7878-JGDKK,4,44.55,220.75,0.5831278,High Risk
8725-JEDFD,27,69.05,1793.25,0.5829674,High Risk
6402-EJMWF,4,55.3,238.5,0.5829332,High Risk
5857-TYBCJ,44,89.2,4040.2,0.5817717,High Risk
4521-YEEHE,18,88.85,1594.75,0.58079404,High Risk
9323-HGFWY,27,101.9,2681.15,0.5807145,High Risk
7508-SMHXL,15,89.0,1288.3,0.5802157,High Risk
9314-IJWSQ,14,84.8,1203.9,0.5793496,High Risk
5999-LCXAO,1,29.9,29.9,0.57827264,High Risk
7892-QVYKW,23,85.6,1868.4,0.5778076,High Risk
9261-WDCAF,3,54.65,189.1,0.57739896,High Risk
0247-SLUJI,1,19.7,19.7,0.57701147,High Risk
1025-FALIX,26,69.05,1815.65,0.57675993,High Risk
2896-TBNBE,40,80.8,3132.75,0.57585347,High Risk
7978-DKUQH,25,74.6,1797.75,0.5756632,High Risk
0439-IFYUN,18,74.7,1294.6,0.5755818,High Risk
2599-CZABP,14,44.6,641.25,0.5754311,High Risk
3946-JEWRQ,47,95.2,4563.0,0.57537,High Risk
3094-JOJAI,18,74.15,1387.0,0.57477003,High Risk
1228-ZLNBX,21,75.3,1570.7,0.57477003,High Risk
6833-JMZYP,15,94.0,1505.45,0.574764,High Risk
2959-FENLU,9,85.3,781.4,0.57470036,High Risk
9128-CPXKI,59,95.8,5655.45,0.5743606,High Risk
6652-YFFJO,11,64.9,716.1,0.5741756,High Risk
9281-OFDMF,39,90.7,3413.25,0.5740356,High Risk
8627-ZYGSZ,47,78.9,3650.35,0.5726718,High Risk
0581-BXBUB,4,72.75,317.75,0.5726528,High Risk
7460-ITWWP,45,86.1,3861.45,0.5726208,High Risk
8190-ZTQFB,41,51.35,2075.1,0.5724061,High Risk
0531-ZZJWQ,55,74.0,4052.4,0.5722571,High Risk
2507-QZPQS,15,95.7,1451.1,0.5718301,High Risk
3349-ANQNH,59,99.5,5890.0,0.5711514,High Risk
1156-ZFYDO,1,19.75,19.75,0.5704824,High Risk
1194-HVAIF,27,95.0,2462.55,0.5703634,High Risk
7109-MFBYV,26,45.45,1233.15,0.5687211,High Risk
9752-ZNQUT,1,48.6,48.6,0.5672921,High Risk
3808-HFKDE,20,44.35,927.15,0.56621134,High Risk
2694-CIUMO,12,79.55,958.25,0.5660617,High Risk
0678-RLHVP,53,105.55,5682.25,0.5660367,High Risk
5692-ICXLW,31,90.7,2845.15,0.5659671,High Risk
4128-ETESU,47,99.7,4747.2,0.56596327,High Risk
1261-FWTTE,23,34.65,768.45,0.565767,High Risk
7594-LZNWR,34,69.15,2275.1,0.5653106,High Risk
8212-CRQXP,22,80.0,1706.45,0.56479645,High Risk
6907-FLBER,1,54.3,54.3,0.5645006,High Risk
9552-TGUZV,8,75.0,658.1,0.5641965,High Risk
3727-JEZTU,1,20.4,20.4,0.56406564,High Risk
9812-GHVRI,40,83.85,3532.25,0.5635727,High Risk
5652-MSDEY,10,75.75,777.3,0.56347054,High Risk
7714-YXSMB,26,100.5,2599.95,0.5630645,High Risk
6583-KQJLK,15,94.65,1285.05,0.562585,High Risk
0898-XCGTF,61,96.5,5673.7,0.56221414,High Risk
1689-YQBYY,12,76.6,893.0,0.56130135,High Risk
1635-FJFCC,5,44.05,202.15,0.5610414,High Risk
8120-JDCAM,4,69.55,284.9,0.56092423,High Risk
3082-VQXNH,3,29.8,94.4,0.5590441,High Risk
2586-CWXVV,54,30.4,1621.35,0.5587118,High Risk
3016-KSVCP,29,33.75,1009.25,0.5586285,High Risk
5035-BVCXS,11,75.9,866.4,0.5581712,High Risk
1028-FFNJK,30,101.5,2917.65,0.55811185,High Risk
7617-EYGLW,1,19.45,19.45,0.5572622,High Risk
1469-LBJQJ,66,105.2,6936.85,0.5572539,High Risk
7296-PIXQY,14,70.2,1046.5,0.5567291,High Risk
4183-MYFRB,21,90.05,1862.9,0.55587286,High Risk
0082-OQIQY,29,94.2,2607.6,0.55565345,High Risk
3370-GQEAL,30,85.45,2509.95,0.5554847,High Risk
9714-EDSUC,4,94.9,360.55,0.55437106,High Risk
8224-DWCKX,12,73.3,828.05,0.5542747,High Risk
6896-SRVYQ,44,73.85,3122.4,0.55413747,High Risk
2957-JIRMN,62,84.45,4959.15,0.5537911,High Risk
8778-LMWTJ,9,74.85,708.2,0.55350286,High Risk
0114-PEGZZ,33,107.55,3645.5,0.55195373,High Risk
3411-WLRSQ,3,74.6,239.05,0.5516982,High Risk
6322-PJJDJ,49,94.8,4690.65,0.5516842,High Risk
8104-OSKWT,12,79.8,1001.2,0.5486092,High Risk
8118-TJAFG,9,101.5,906.85,0.5483536,High Risk
9779-DPNEJ,22,80.15,1790.65,0.5482701,High Risk
6551-GNYDG,14,80.9,1152.8,0.5473775,High Risk
3446-QDSZF,4,55.5,227.35,0.547242,High Risk
8456-QDAVC,19,78.7,1495.1,0.54713553,High Risk
7529-ZDFXI,57,89.85,4925.35,0.54552394,High Risk
2637-FKFSY,3,46.1,130.15,0.5453137,High Risk
9054-FOWNV,22,88.75,1885.15,0.5448334,High Risk
7036-TYDEC,69,104.0,7028.5,0.5439689,High Risk
8490-BXHEO,18,80.55,1411.65,0.5438131,High Risk
8728-SKJLR,41,74.25,3089.1,0.5433017,High Risk
3987-KQDDU,9,75.6,661.55,0.5429234,High Risk
3737-XBQDD,24,84.85,2048.8,0.542488,High Risk
2582-FFFZR,22,50.6,1073.3,0.54187995,High Risk
1153-GNOLC,33,39.1,1309.0,0.5418364,High Risk
0141-YEAYS,27,86.45,2401.05,0.5406095,High Risk
7567-ECMCM,24,79.85,2001.0,0.5404807,High Risk
5074-FBGHB,64,104.65,6889.8,0.54046196,High Risk
1658-TJVOA,6,74.1,450.9,0.53933936,High Risk
8544-GOQSH,14,80.05,1112.3,0.5392266,High Risk
5035-PGZXH,56,106.8,5914.4,0.5388325,High Risk
8564-LDKFL,40,106.0,4178.65,0.5384355,High Risk
2252-ISRNH,9,90.35,767.9,0.53836787,High Risk
1724-IQWNM,1,19.3,19.3,0.53705776,High Risk
2519-LBNQL,60,104.35,6339.45,0.53684413,High Risk
5331-RGMTT,54,99.05,5295.7,0.5366781,High Risk
3588-WSTTJ,35,99.05,3554.6,0.536332,High Risk
0027-KWYKW,23,83.75,1849.95,0.5362286,High Risk
4853-OITSN,5,89.15,413.25,0.53482944,High Risk
3481-JHUZH,41,80.25,3439.0,0.53425664,High Risk
2325-NBPZG,3,74.55,233.65,0.53383815,High Risk
2043-WVTQJ,1,55.7,55.7,0.5330233,High Risk
2277-VWCNI,4,48.75,179.85,0.53290397,High Risk
1928-BXYIV,1,61.15,61.15,0.53259164,High Risk
9629-NHXFW,1,19.4,19.4,0.5318987,High Risk
7820-ZYGNY,63,90.45,5825.5,0.531777,High Risk
1423-BMPBQ,1,19.0,19.0,0.5313382,High Risk
2378-VTKDH,65,104.35,6578.55,0.5312891,High Risk
0650-BWOZN,18,73.55,1359.45,0.5311375,High Risk
9279-CJEOJ,21,95.4,2025.1,0.5311119,High Risk
3577-AMVUX,1,55.05,55.05,0.5309108,High Risk
7312-XSBAT,1,49.75,49.75,0.53055745,High Risk
0048-LUMLS,37,91.2,3247.55,0.5303815,High Risk
6559-PDZLR,26,98.65,2537.0,0.5290639,High Risk
9494-BDNNC,66,95.3,6273.4,0.52870727,High Risk
9274-UARKJ,15,83.2,1130.0,0.52865404,High Risk
4282-MSACW,68,117.2,8035.95,0.5277693,High Risk
6559-RAKOZ,49,97.95,4917.9,0.52762395,High Risk
0130-SXOUN,66,89.4,5976.9,0.5270866,High Risk
8267-KFGYD,1,21.05,21.05,0.5270218,High Risk
5868-YTYKS,1,20.25,20.25,0.5268355,High Risk
8981-FJGLA,11,78.0,851.8,0.52677125,High Risk
8709-KRDVL,33,100.0,3320.6,0.52560496,High Risk
0100-DUVFC,70,104.8,7308.95,0.5252037,High Risk
5630-IXDXV,47,106.35,4849.1,0.52518904,High Risk
8910-LEDAG,34,71.55,2427.35,0.52505153,High Risk
2924-KHUVI,56,100.55,5514.95,0.5250182,High Risk
2903-YYTBW,1,44.55,44.55,0.52442616,High Risk
9121-PHQSR,16,85.05,1391.15,0.5243036,High Risk
3645-DEYGF,1,20.75,20.75,0.52269924,High Risk
1101-SSWAG,15,51.1,711.15,0.52226007,High Risk
2623-DRYAM,70,101.75,7069.3,0.5219639,High Risk
4826-TZEVA,40,74.8,2971.7,0.521499,High Risk
1580-BMCMR,19,87.3,1637.3,0.52103597,High Risk
3904-UKFRE,4,80.1,336.15,0.5203956,High Risk
4065-JJAVA,1,49.5,49.5,0.5203284,High Risk
1471-GIQKQ,1,49.95,49.95,0.5203284,High Risk
6874-SGLHU,30,97.0,3021.3,0.5202126,High Risk
4299-SIMNS,9,81.15,784.45,0.5189326,High Risk
5183-SNMJQ,10,95.1,865.1,0.51810974,High Risk
3709-OIJEA,26,85.2,2184.6,0.51796055,High Risk
4067-HLYQI,33,70.4,2406.1,0.5178158,High Risk
1608-GMEWB,45,93.9,4200.25,0.5176182,High Risk
4123-DVHPH,9,88.05,801.3,0.5168194,High Risk
4282-ACRXS,38,24.85,955.75,0.516774,High Risk
7993-NQLJE,15,75.1,1151.55,0.51640993,High Risk
6656-JWRQX,1,30.55,30.55,0.5162886,High Risk
2085-BOJKI,17,96.65,1588.25,0.5162483,High Risk
7422-WNBTY,33,93.35,3092.0,0.5149483,High Risk
9518-XXBXE,10,75.3,720.45,0.51433694,High Risk
1710-RCXUS,51,90.35,4614.55,0.5138916,High Risk
6008-NAIXK,54,55.45,2966.95,0.51321393,High Risk
2018-PZKMU,9,103.1,970.45,0.5128332,High Risk
2460-NGXBJ,11,75.2,775.3,0.5124566,High Risk
6029-CSMJE,17,25.65,440.2,0.5107073,High Risk
7128-GGCNO,46,72.8,3249.4,0.51063,High Risk
2654-VBVPB,1,19.9,19.9,0.51060766,High Risk
2665-NPTGL,26,98.1,2510.7,0.51040095,High Risk
9584-EXCDZ,17,70.5,1165.6,0.5101424,High Risk
6818-DJXAA,10,91.1,964.35,0.51000834,High Risk
4716-HHKQH,20,107.05,2172.05,0.5095248,High Risk
4465-VDKIQ,18,77.8,1358.6,0.509462,High Risk
8785-CJSHH,60,99.8,5985.75,0.50932145,High Risk
6481-ESCNL,29,100.55,2878.75,0.5090385,High Risk
2001-MCUUW,46,108.65,4903.2,0.50834966,High Risk
2480-SQIOB,4,44.8,169.65,0.50774103,High Risk
6778-YSNIH,2,59.0,114.15,0.507467,High Risk
3352-ALMCK,40,102.65,4108.15,0.50696516,High Risk
0682-USIXD,21,86.05,1818.9,0.506054,High Risk
1384-RCUXW,16,80.55,1248.9,0.5058578,High Risk
7379-FNIUJ,2,100.2,198.5,0.50573313,High Risk
5419-JKZNQ,30,77.9,2351.45,0.5048642,High Risk
6537-QLGEX,16,38.9,664.4,0.5041812,High Risk
1194-SPVSP,1,19.65,19.65,0.5040033,High Risk
7291-CDTMJ,1,19.65,19.65,0.5040033,High Risk
3717-OFRTN,1,19.75,19.75,0.5040033,High Risk
8535-SFUTN,61,106.45,6300.15,0.5039457,High Risk
6103-BOCOU,26,80.7,2193.0,0.5024097,High Risk
5022-JNQEQ,9,75.85,647.5,0.50199085,High Risk
8654-DHAOW,2,54.15,101.65,0.50152075,High Risk
1482-OXZSY,30,100.4,2936.25,0.5014517,High Risk
8660-BUETV,3,44.75,148.05,0.5012627,High Risk
4238-JSSWH,35,102.05,3452.55,0.50022084,High Risk
9508-ILZDG,34,96.35,3190.25,0.50015324,High Risk
